label	statement
1	Says Donald Trump games the U.S. visa system so he can hire temporary foreign workers at low wages.
0	President Barack Obama has doubled the size of government since he took office.
1	Says Patrick Murphy embellished, according to reports, his University of Miami academic achievement.
1	Revenues are 15 percent of GDP its still in the range of the lowest its ever been.
0	Says Mitt Romney backed a bill that outlaws all abortions, even in cases of rape and incest.
0	According to recent reports, a group of death panels organized under Obamacare ordered their first execution.
1	California has the sixth largest economy on planet Earth.
1	Says Hillary Clinton tripled the number of people with AIDS whose lives are being saved .. and it did not cost you any more money.
1	$500 billion of the extension of the Bush tax cuts for the wealthy goes to 120,000 families.
1	Go look on the West Point website and youll see those specific words, full scholarship to West Point. So even though it is, you know, given as a grant for anybody who gets in, those words are used.
0	The Department of Veterans Affairs has a manual out there telling our veterans stuff like, 'Are you really of value to your community?' You know, encouraging them to commit suicide.
0	If Buehler were elected, our vote-by-mail system would be at risk.
1	Americans now spend 100 days out of the year working for government before we even start working for ourselves.
1	Ronald Reagan met with Gorbachev; Kennedy met with Khruschev; and Nixon met with Mao and these were folks who have done horrendous damage not only to their own countries but to other countries.
1	No one beta-tested healthcare.gov.
1	Right now, in every major poll, national poll and statewide poll done in the last month, six weeks, we are defeating Trump, often by big numbersand always at a larger margin than Secretary Clinton is.
1	Neither Hillary Clinton or Donald Trump has a plan to address the civil war in Syria.
1	"The Banking Committee voted a 1,336-page bill ""out of committee in 21 minutes with no amendments, with the understanding that before the bill came to the floor, we would reach this bipartisan agreement."""
1	Theres no scientific conclusion that (being gay) is genetic.
1	Under Republicans, recessions happen four times as frequently as under Democrats.
0	Says the U.S. election system is rigged.
0	In April 1997, there was a gas out conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.
1	The Georgia Senate ethics resolution doesnt define cap.
0	Says a lip-reading instructor at the River School, a Washington, D.C., school for the deaf has determined that during 9/11 ceremonies, Michelle Obama said, All this for a damn flag.
1	Says Health and Human Services Secretary Kathleen Sebelius told insurance companies they couldnt inform their policyholders of what they thought the impact of Obamacare would be on them.
0	The federal government is sending refugees to states with governors who are Republicans, not to the Democrats.
1	An April study found that about 70 percent of ads in this election cycle have been negative [due to SuperPACs], up from only 9 percent through the same period in 2008.
1	Says Ronald Reagan reversed his worlds largest tax cut and raised taxes when revenues did not match the expectations.
0	Birthers have obtained a copy of Obamas Kenyan birth certificate.
1	It (Georgia) was one of the earliest Christian nations. The king of then-Georgia in the third century converted to Christianity.
1	Says of 80,000 people who were denied a firearm in 2012 due to a failed background check, only 44 were prosecuted.
1	The United States is behind many countries in Europe in terms of the ability of every kid in America to get ahead.
0	Global warming is a hoax.
1	Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.
1	Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. Donald Trump doesnt.
0	"The Obama White House is renaming Christmas trees ""holiday trees."""
1	We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history.
1	Women in Florida make 83 cents for every dollar a man makes.
0	When Obama went to Pakistan in 1981, he could not have been traveling as a U.S. citizen.
1	More than 1.5 million people moved into Georgia between the past two Census counts, and a majority consider themselves, African-American, Latino or Asian-American.
1	The Georgia Lottery paid out $2.3 billion in prizes during the last fiscal year.
0	"Says Obama opposes innovation, the electric car and ""clean, safe, nuclear energy."""
1	We only have 2 percent of the oil reserves in the world, and we consume 25 percent of the world's oil on a daily basis.
0	Donald Trump Protester Speaks Out: I Was Paid $3,500 To Protest Trumps Rally.
